ID,NB_SPC,HYP_v0,LOP_v0,HOD_v0,AL_v0,OL_v0,SF_v0,OT_v0,CM_v0,OO_v0,ETH_v0,LOPT_v0,HYP_v1,AL_v1,AL2_v1,OL_v1,SF_v1,OT_v1,OO_v1,BU_v1
enabled_col,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,T,T,T
136544,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136545,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136546,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136547,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136548,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136549,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136550,4,2.250,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,2.250,0.250,0.750,0.500,0.000,0.000,0.500,0.250
136551,4,2.250,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,2.250,0.250,0.750,0.500,0.000,0.000,0.500,0.250
136552,4,2.250,1.500,1.000,0.250,0.750,0.000,0.000,0.000,0.500,0.250,0.000,2.250,0.250,0.750,0.500,0.000,0.000,0.500,0.250
136553,5,2.400,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,2.400,0.200,0.800,0.600,0.000,0.000,0.600,0.200
136554,5,2.400,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,2.400,0.200,0.800,0.600,0.000,0.000,0.600,0.200
136555,5,2.400,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,2.400,0.200,0.800,0.600,0.000,0.000,0.600,0.200
136556,4,2.500,1.500,1.000,0.000,0.750,0.000,0.000,0.000,0.750,0.250,0.000,2.500,0.000,0.750,0.750,0.000,0.000,0.750,0.250
136557,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
136558,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
136567,3,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000
136568,4,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,3.000,0.000,0.750,1.000,0.000,0.250,0.750,0.000
136569,3,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3.000,0.000,0.667,1.000,0.000,0.333,0.667,0.000
136577,3,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000
136578,3,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000
136580,3,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3.000,0.000,0.667,1.000,0.000,0.333,0.667,0.000
136581,3,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3.000,0.000,0.667,1.000,0.000,0.333,0.667,0.000
136583,4,2.750,2.000,1.000,0.250,1.000,0.000,0.000,0.000,0.750,0.000,0.000,2.750,0.250,1.000,0.750,0.000,0.000,0.750,0.000
136584,3,2.667,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,2.667,0.333,1.000,0.667,0.000,0.000,0.667,0.000
136585,3,2.667,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,2.667,0.333,1.000,0.667,0.000,0.000,0.667,0.000
136586,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
136587,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
136588,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136589,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136590,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
136591,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
136592,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
136593,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
136594,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136595,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136596,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
136597,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
136598,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
136599,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
136600,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136601,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136602,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136603,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136604,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136605,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136606,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136607,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136608,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136609,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136610,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136611,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136612,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136613,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136614,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136615,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
136616,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
136617,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
136618,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
136619,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
136620,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
136621,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
136622,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
137123,3,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,2.000,0.333,0.667,0.333,0.000,0.000,0.333,0.333
137124,3,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,2.000,0.333,0.667,0.333,0.000,0.000,0.333,0.333
137125,3,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,2.000,0.333,0.667,0.333,0.000,0.000,0.333,0.333
137126,3,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,2.000,0.333,0.667,0.333,0.000,0.000,0.333,0.333
137127,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137128,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137129,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137130,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137131,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137132,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137133,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137134,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137135,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137136,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137137,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137138,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137139,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137140,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137141,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137142,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137143,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137152,3,2.667,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,2.667,0.333,1.000,0.667,0.000,0.000,0.667,0.000
137154,3,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,2.000,0.333,0.667,0.333,0.000,0.000,0.333,0.333
137155,3,2.000,1.333,1.000,0.333,0.667,0.000,0.000,0.000,0.333,0.333,0.000,2.000,0.333,0.667,0.333,0.000,0.000,0.333,0.333
137169,3,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3.000,0.000,0.667,1.000,0.000,0.333,0.667,0.000
137170,3,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3.000,0.000,0.667,1.000,0.000,0.333,0.667,0.000
137178,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
137180,3,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000
137181,4,3.000,2.000,1.000,0.000,1.000,0.000,0.250,0.250,0.750,0.000,0.000,3.000,0.000,0.750,1.000,0.000,0.250,0.750,0.000
137182,4,2.750,2.000,1.000,0.250,1.000,0.000,0.000,0.000,0.750,0.000,0.000,2.750,0.250,1.000,0.750,0.000,0.000,0.750,0.000
137183,3,2.667,2.000,1.000,0.333,1.000,0.000,0.000,0.000,0.667,0.000,0.000,2.667,0.333,1.000,0.667,0.000,0.000,0.667,0.000
137184,4,2.750,2.000,1.000,0.250,1.000,0.000,0.000,0.000,0.750,0.000,0.000,2.750,0.250,1.000,0.750,0.000,0.000,0.750,0.000
137185,4,2.750,2.000,1.000,0.250,1.000,0.000,0.000,0.000,0.750,0.000,0.000,2.750,0.250,1.000,0.750,0.000,0.000,0.750,0.000
137186,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137187,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137188,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137189,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137190,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137191,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137192,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137193,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137194,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137195,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137196,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137197,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137198,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137199,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137200,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137201,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137202,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137203,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137204,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137205,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137206,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137207,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137208,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137209,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137210,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137211,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137212,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137213,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137214,3,1.333,1.333,1.000,0.667,0.667,0.000,0.000,0.000,0.000,0.333,0.000,1.333,0.667,0.667,0.000,0.000,0.000,0.000,0.333
137215,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
137216,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
137217,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
137218,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
137219,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
137220,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
137221,4,1.250,1.500,1.000,0.750,0.750,0.000,0.000,0.000,0.000,0.250,0.000,1.500,0.750,0.750,0.000,0.000,0.000,0.000,0.250
137222,5,1.600,1.600,1.000,0.600,0.800,0.000,0.000,0.000,0.200,0.200,0.000,1.800,0.600,0.800,0.200,0.000,0.000,0.200,0.200
137733,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137734,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137735,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137736,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137737,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137738,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137739,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137740,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137741,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137742,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137743,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137774,3,3.000,2.000,1.000,0.000,1.000,0.000,0.333,0.333,0.667,0.000,0.000,3.000,0.000,0.667,1.000,0.000,0.333,0.667,0.000
137775,3,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000
137776,3,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000
137777,3,2.333,1.333,1.000,0.000,0.667,0.000,0.000,0.000,0.667,0.333,0.000,2.333,0.000,0.667,0.667,0.000,0.000,0.667,0.333
137785,3,2.333,1.333,1.000,0.000,0.667,0.000,0.333,0.333,0.333,0.333,0.000,2.333,0.000,0.333,0.667,0.000,0.333,0.333,0.333
137786,5,2.400,1.600,1.000,0.200,0.800,0.000,0.200,0.200,0.400,0.200,0.000,2.400,0.200,0.600,0.600,0.000,0.200,0.400,0.200
137787,6,2.500,1.667,1.000,0.167,0.833,0.000,0.000,0.000,0.667,0.167,0.000,2.500,0.167,0.833,0.667,0.000,0.000,0.667,0.167
137788,5,2.400,1.600,1.000,0.200,0.800,0.000,0.000,0.000,0.600,0.200,0.000,2.400,0.200,0.800,0.600,0.000,0.000,0.600,0.200
137789,4,2.750,2.000,1.000,0.250,1.000,0.000,0.000,0.000,0.750,0.000,0.000,2.750,0.250,1.000,0.750,0.000,0.000,0.750,0.000
137790,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137791,3,2.000,2.000,1.000,0.667,1.000,0.000,0.000,0.000,0.333,0.000,0.000,2.000,0.667,1.000,0.333,0.000,0.000,0.333,0.000
137792,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137793,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137794,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137795,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137796,5,2.400,2.000,1.000,0.400,1.000,0.000,0.000,0.000,0.600,0.000,0.000,2.400,0.400,1.000,0.600,0.000,0.000,0.600,0.000
137797,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137798,4,2.250,2.000,1.000,0.500,1.000,0.000,0.000,0.000,0.500,0.000,0.000,2.250,0.500,1.000,0.500,0.000,0.000,0.500,0.000
137799,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137800,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137801,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137802,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137803,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137804,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137805,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137806,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
137807,4,1.750,1.500,1.000,0.500,0.750,0.000,0.000,0.000,0.250,0.250,0.000,1.750,0.500,0.750,0.250,0.000,0.000,0.250,0.250
